City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,lauro de freitas,-12.8944,-38.3272,77.02,65,75,10.36,BR,1721713858
284,sigli,5.3848,95.9609,89.46,54,84,8.41,ID,1721713858
285,karratha,-20.7377,116.8463,76.93,40,0,10.87,AU,1721713858
286,boa vista,2.8197,-60.6733,75.18,94,40,2.3,BR,1721713859
287,thisted,56.9552,8.6949,60.21,83,65,7.65,DK,1721713859
288,perevoz,55.5961,44.5446,63.84,56,0,13.27,RU,1721713859
289,puerto deseado,-47.7503,-65.8938,46.18,83,100,11.27,AR,1721713859
290,la rioja,42.25,-2.5,55.18,63,2,5.12,ES,1721713752
291,polyarnyy,69.1989,33.4478,66.6,52,89,8.5,RU,1721713859
292,san luis de la loma,17.2706,-100.8939,78.01,86,97,5.23,MX,1721713859
293,kingston,17.997,-76.7936,79.16,84,4,2.15,JM,1721713520
294,angra do heroismo,38.65,-27.2167,72.21,84,75,3.33,PT,1721713860
295,tumaco,1.7986,-78.8156,76.68,89,100,9.55,CO,1721713860
296,lady frere,-31.7031,27.2329,46.98,20,75,8.3,ZA,1721713860
297,trikala,39.5553,21.7675,81.81,48,2,4.63,GR,1721713860
298,tank,32.2217,70.3793,105.03,28,52,3.24,PK,1721713860
299,luau,-10.7073,22.2247,64.36,29,0,5.1,AO,1721713860
300,monrovia,6.3005,-10.7969,74.97,83,96,9.1,LR,1721713861
301,ketchikan,55.3422,-131.6461,59.47,77,100,0.0,US,1721713861
302,zhangjiakou,40.81,114.8794,98.02,22,0,7.09,CN,1721713861
303,nieuw amsterdam,5.8833,-55.0833,78.96,93,100,7.49,SR,1721713861
304,labytnangi,66.6572,66.4183,54.93,54,100,12.62,RU,1721713861
305,susuman,62.7833,148.1667,78.53,42,70,7.94,RU,1721713817
306,petukhovo,55.0692,67.9019,68.68,83,80,4.59,RU,1721713861
307,svetlyy,54.675,20.1347,68.05,90,88,13.31,RU,1721713862
308,lorengau,-2.0226,147.2712,80.2,85,100,8.16,PG,1721713862
309,usogorsk,63.4106,48.6872,68.09,51,92,7.2,RU,1721713862
310,illizi,26.4833,8.4667,84.0,13,1,3.67,DZ,1721713862
311,kiunga,-6.1219,141.2906,77.86,96,86,4.41,PG,1721713862
312,pisco,-13.7,-76.2167,56.01,88,0,5.75,PE,1721713862
313,edd,13.9297,41.6925,96.46,46,97,7.2,ER,1721713862
314,princeville,45.7668,-61.2985,65.32,72,0,3.44,CA,1721713863
315,st. john's,47.5649,-52.7093,59.27,92,20,13.8,CA,1721713863
316,kristiansund,63.1115,7.732,57.25,96,75,0.0,NO,1721713863
317,hailar,49.2,119.7,83.59,42,100,9.64,CN,1721713863
318,mandalgovi,45.7625,106.2708,79.3,36,60,11.41,MN,1721713863
319,puerto colombia,10.9878,-74.9547,82.49,83,75,19.04,CO,1721713863
320,el calafate,-50.3408,-72.2768,36.77,87,27,3.51,AR,1721713863
321,verkhnevilyuysk,63.4453,120.3167,64.96,55,77,5.5,RU,1721713863
322,shimoda,34.6667,138.95,92.1,72,0,13.33,JP,1721713864
323,freetown,8.484,-13.2299,76.46,88,87,8.25,SL,1721713864
324,pontes e lacerda,-15.2261,-59.3353,66.69,43,2,3.47,BR,1721713864
325,borogontsy,62.6683,131.1683,80.8,42,7,5.91,RU,1721713864
326,lerwick,60.1545,-1.1494,53.6,83,43,5.93,GB,1721713864
327,tonghae,37.5439,129.1069,85.1,65,25,9.89,KR,1721713865
328,ingeniero jacobacci,-41.3427,-69.5448,46.74,58,59,2.15,AR,1721713865
329,tura,25.5198,90.2201,84.04,75,99,5.41,IN,1721713865
330,ola,59.5833,151.2833,64.38,77,29,6.55,RU,1721713865
331,harper,4.375,-7.7169,74.37,84,100,5.19,LR,1721713865
332,molochnoye,59.2917,39.6787,66.97,61,6,5.39,RU,1721713865
333,ancud,-41.8697,-73.8203,44.76,94,89,1.79,CL,1721713662
334,xilin hot,43.9667,116.0333,88.56,33,29,12.17,CN,1721713865
335,phongsali,21.6833,102.1058,81.66,59,96,4.92,LA,1721713866
336,leduc,53.2668,-113.552,76.48,77,75,18.41,CA,1721713677
337,north bend,43.4065,-124.2243,57.25,88,0,21.85,US,1721713866
338,morant bay,17.8815,-76.4093,79.43,86,1,6.89,JM,1721713866
339,progreso,21.2833,-89.6667,80.96,87,79,10.07,MX,1721713866
340,la'ie,21.6477,-157.9253,80.56,81,8,8.99,US,1721713866
341,vilyuchinsk,52.9306,158.4028,59.27,94,100,6.44,RU,1721713867
342,los llanos de aridane,28.6585,-17.9182,67.75,96,100,16.11,ES,1721713867
343,coquimbo,-29.9533,-71.3436,55.13,82,100,2.3,CL,1721713749
344,antigo,45.1402,-89.1523,63.05,94,100,0.0,US,1721713867
345,bubaque,11.2833,-15.8333,79.77,85,86,13.13,GW,1721713867
346,shingu,33.7333,135.9833,91.11,57,0,11.43,JP,1721713867
347,olinda,-8.0089,-34.8553,78.53,69,75,10.36,BR,1721713743
348,cova figueira,14.8905,-24.2934,66.02,86,84,5.03,CV,1721713867
349,fort bragg,35.139,-79.006,76.84,91,75,5.75,US,1721713868
350,muynoq,43.7683,59.0214,88.95,35,28,12.17,UZ,1721713868
351,levuka,50.1834,-105.4011,62.31,73,1,10.04,CA,1721713868
352,pangai,-19.8,-174.35,77.11,78,20,6.91,TO,1721713868
353,utica,43.1009,-75.2327,69.08,93,100,3.4,US,1721713835
354,scottburgh,-30.2867,30.7532,57.83,72,28,6.02,ZA,1721713869
355,tsiombe,-25.3,45.4833,71.22,66,53,10.58,MG,1721713869
356,mili,6.0815,171.735,81.95,80,100,7.72,MH,1721713869
357,ponta delgada,37.7333,-25.6667,70.52,88,40,10.36,PT,1721713869
358,bogatoye,53.0601,51.3325,61.79,73,100,8.43,RU,1721713869
359,sakaraha,-22.9,44.5333,67.59,47,0,3.22,MG,1721713869
360,roccella ionica,38.322,16.4009,80.53,65,2,11.23,IT,1721713869
361,nanyuki,0.0167,37.0728,62.2,64,35,5.14,KE,1721713869
362,mendi,-6.1761,143.6513,59.4,99,100,2.24,PG,1721713870
363,paracuru,-3.41,-39.0306,78.12,77,7,14.65,BR,1721713870
364,haiku-pauwela,20.9219,-156.3051,77.22,82,40,16.11,US,1721713870
365,godda,24.8333,87.2167,90.43,65,100,16.15,IN,1721713870
366,fisterra,42.9049,-9.2629,62.02,85,5,16.93,ES,1721713870
367,hengchun,22.0042,120.7439,83.64,78,69,3.31,TW,1721713870
368,ad dabbah,18.05,30.95,93.92,38,99,17.58,SD,1721713870
369,kidal,18.4411,1.4078,82.74,57,60,7.94,ML,1721713871
370,beipiao,41.7919,120.7792,100.38,36,61,5.41,CN,1721713871
371,phalia,32.4297,73.5775,95.43,50,59,8.59,PK,1721713871
372,lloydminster,53.2835,-110.0016,64.62,82,0,11.5,CA,1721713613
373,constantia,44.1833,28.65,79.7,62,27,14.0,RO,1721713871
374,alo,6.5486,4.2686,75.51,86,85,6.53,NG,1721713871
375,vila velha,-20.3297,-40.2925,66.94,90,0,1.99,BR,1721713871
376,fes,34.0372,-4.9998,73.65,43,0,5.75,MA,1721713872
377,rodolfo sanchez taboada,31.7167,-116.5667,68.11,69,55,5.64,MX,1721713872
378,amga,60.8953,131.9608,74.8,52,45,7.52,RU,1721713872
379,protaras,35.0125,34.0583,90.99,74,0,5.01,CY,1721713872
380,rurrenabaque,-14.4413,-67.5278,69.93,73,4,2.53,BO,1721713872
381,adra,36.7496,-3.0206,74.55,79,0,1.43,ES,1721713872
382,greenville,35.6127,-77.3663,77.16,99,91,8.16,US,1721713585
383,rio grande,-32.035,-52.0986,54.95,93,53,4.54,BR,1721713870
384,posto fiscal rolim de moura,-13.0833,-62.2667,66.6,44,14,3.67,BR,1721713873
385,undurkhaan,47.3194,110.6556,80.08,50,68,1.19,MN,1721713873
386,amstetten,48.1229,14.8721,71.8,93,94,3.06,AT,1721713873
387,jaipur,26.9167,75.8167,90.72,75,75,2.3,IN,1721713873
388,marat,25.0701,45.4615,97.52,11,39,2.73,SA,1721713873
389,joshimath,30.5667,79.5667,74.98,72,92,7.18,IN,1721713873
390,melekeok village,7.4957,134.6367,91.96,62,75,8.05,PW,1721713873
391,rabo de peixe,37.8,-25.5833,69.31,99,40,10.36,PT,1721713874
392,loveland,40.3978,-105.075,68.07,65,24,1.01,US,1721713874
393,gamba,-2.65,10.0,70.39,91,100,3.94,GA,1721713874
394,ribeira brava,32.65,-17.0667,71.13,78,27,2.46,PT,1721713874
395,charters towers,-20.1,146.2667,76.28,30,0,12.37,AU,1721713874
396,mana,5.6592,-53.7767,77.79,85,86,10.8,GF,1721713874
397,fort mcmurray,56.7268,-111.381,72.99,73,20,10.36,CA,1721713617
398,darwin,-12.4611,130.8418,87.06,32,0,10.36,AU,1721713623
399,chiras,35.4167,65.9823,63.46,33,0,7.65,AF,1721713875
400,kargat,55.1956,80.2811,71.83,60,92,6.71,RU,1721713875
401,tucuma,-0.1833,-50.05,76.93,88,0,5.7,BR,1721713875
402,iskateley,67.6803,53.1512,59.56,47,15,9.93,RU,1721713875
403,broken hill,-31.95,141.4333,62.11,29,3,14.36,AU,1721713647
404,senillosa,-39.0,-68.4167,42.58,28,5,1.21,AR,1721713875
405,kone,-21.0595,164.8658,71.73,63,98,3.78,NC,1721713876
406,mahibadhoo,3.7833,72.9667,83.79,71,51,2.3,MV,1721713876
407,amahai,-3.3333,128.9167,77.23,88,94,7.56,ID,1721713876
408,happy valley-goose bay,53.3168,-60.3315,53.91,76,20,8.05,CA,1721713876
409,minas de marcona,-15.2119,-75.1103,49.26,92,48,10.0,PE,1721713876
410,jaru,-10.4389,-62.4664,68.68,43,4,3.4,BR,1721713876
411,huskvarna,57.786,14.3021,55.4,100,75,6.91,SE,1721713876
412,kolonia town,6.964,158.206,89.71,79,75,9.22,FM,1721713877
413,filey,54.21,-0.2892,59.79,88,81,1.99,GB,1721713877
414,malpica,43.3228,-8.8105,60.98,65,14,10.2,ES,1721713877
415,patan,27.6667,85.3333,79.18,78,75,2.3,NP,1721713877
416,yaring,6.8662,101.3689,96.3,59,100,9.31,TH,1721713877
417,derzhavinsk,51.1,66.3167,81.79,39,89,10.04,KZ,1721713877
418,fukuecho,32.6881,128.8419,86.36,89,75,12.66,JP,1721713877
419,balcarce,-37.8462,-58.2552,44.82,79,3,1.99,AR,1721713877
420,howard springs,-12.497,131.047,84.11,26,57,7.14,AU,1721713878
421,berezovyy,51.6667,135.7,59.95,97,100,2.75,RU,1721713878
422,amalapuram,16.5833,82.0167,84.45,73,100,9.53,IN,1721713878
423,zapata,26.9073,-99.2714,80.71,78,0,4.61,US,1721713779
424,dwarka,22.2394,68.9678,83.16,87,100,21.12,IN,1721713878
425,tongouson,5.0214,120.1328,83.95,81,100,17.52,PH,1721713878
426,riberalta,-10.9833,-66.1,71.04,54,20,2.39,BO,1721713879
427,hilo,19.7297,-155.09,78.53,84,40,6.91,US,1721713879
428,east london,-33.0153,27.9116,50.94,76,0,10.36,ZA,1721713879
429,dharur,18.8167,76.1167,73.36,88,100,18.28,IN,1721713879
430,joao pinheiro,-17.7425,-46.1725,61.21,56,0,4.36,BR,1721713879
431,luderitz,-26.6481,15.1594,51.78,82,14,1.99,NA,1721713879
432,lazarevskoye,43.9061,39.3331,78.49,74,0,7.38,RU,1721713879
433,parabel',58.6978,81.4825,67.55,58,77,5.57,RU,1721713880
434,korce,40.6186,20.7808,74.55,55,62,4.36,AL,1721713880
435,ardakan,32.31,54.0175,96.62,13,0,14.05,IR,1721713880
436,kui buri,12.0828,99.8543,82.56,75,100,10.22,TH,1721713880
437,lepsy,46.235,78.9456,90.91,22,48,12.24,KZ,1721713880
438,hami,42.8,93.45,91.02,16,50,7.47,CN,1721713880
439,broome,42.2506,-75.833,67.17,89,100,0.0,US,1721713880
440,xiazhuang,34.9161,118.6389,94.24,63,99,7.36,CN,1721713881
441,kincardine,56.0667,-3.7167,59.58,95,95,1.63,GB,1721713881
442,nova sintra,14.8667,-24.7167,76.98,80,81,9.66,CV,1721713881
443,glace bay,46.1969,-59.957,62.78,89,40,6.91,CA,1721713881
444,tokar,18.4254,37.729,96.85,40,100,37.76,SD,1721713881
445,anloga,5.7947,0.8973,75.02,87,100,11.74,GH,1721713881
446,xichang,27.8964,102.2634,83.89,62,100,1.74,CN,1721713881
447,ust'-ilimsk,58.0006,102.6619,90.3,38,92,8.77,RU,1721713882
448,cajaruro,-5.7364,-78.4256,70.66,87,85,3.51,PE,1721713882
449,dapa,9.7594,126.0531,86.85,67,96,5.1,PH,1721713882
450,mar del plata,-38.0023,-57.5575,48.52,77,3,1.99,AR,1721713835
451,mount gambier,-37.8333,140.7667,57.33,47,99,11.01,AU,1721713882
452,magistral'nyy,56.1725,107.4458,82.65,50,99,2.04,RU,1721713882
453,muana,-1.5283,-49.2167,73.85,95,2,3.56,BR,1721713883
454,montenero di bisaccia,41.9651,14.7814,81.52,48,0,6.76,IT,1721713883
455,pass christian,30.3158,-89.2475,80.65,94,20,0.0,US,1721713883
456,twon-brass,4.3151,6.2418,78.08,78,76,9.37,NG,1721713883
457,ahar,38.4774,47.0699,77.13,38,2,5.91,IR,1721713883
458,gadzhiyevo,69.2551,33.3362,67.96,51,88,8.81,RU,1721713883
459,cobija,-11.0267,-68.7692,72.05,57,22,2.55,BO,1721713884
460,urucurituba,-2.6833,-57.6667,73.63,68,33,3.02,BR,1721713884
461,beaufort west,-32.3567,22.583,50.94,31,89,5.86,ZA,1721713884
462,orbetello,42.4408,11.2196,75.2,53,0,5.75,IT,1721713884
463,vilyuysk,63.7553,121.6247,69.58,43,54,8.16,RU,1721713884
464,kill devil hills,36.0307,-75.676,80.98,92,0,16.11,US,1721713884
465,baoro,5.6667,15.9667,66.76,93,61,2.86,CF,1721713884
466,jiayuguan,39.8167,98.3,65.61,52,100,23.76,CN,1721713885
467,pointe michel,15.25,-61.3833,82.27,73,5,13.09,DM,1721713885
468,arkhangel'sk,64.5401,40.5433,71.71,53,0,4.47,RU,1721713610
469,ujae,8.9322,165.7642,83.12,80,97,15.86,MH,1721713885
470,booue,-0.0921,11.9385,73.74,84,83,1.79,GA,1721713885
471,calais,50.9167,1.8333,65.05,89,96,19.62,FR,1721713885
472,kitimat,54.0524,-128.6534,62.98,83,78,4.36,CA,1721713886
473,sao vicente,-23.9631,-46.3919,65.26,78,0,3.62,BR,1721713886
474,moyynkum,44.2914,72.9469,93.54,20,71,2.89,KZ,1721713886
475,alexandria,31.2156,29.9553,82.94,71,0,10.29,EG,1721713886
476,oltinko'l,40.8011,72.1634,97.75,16,82,7.56,UZ,1721713886
477,nuuk,64.1835,-51.7216,45.21,87,100,4.61,GL,1721713886
478,mount pearl,47.5166,-52.7813,58.44,91,20,13.8,CA,1721713886
479,kirensk,57.7853,108.1119,93.76,35,78,1.54,RU,1721713887
480,tralee,52.2704,-9.7026,56.17,99,76,2.48,IE,1721713887
481,suntar,62.1444,117.6319,69.37,58,96,9.73,RU,1721713887
482,shache,38.4167,77.2406,93.69,19,0,8.34,CN,1721713887
483,puerto armuelles,8.2833,-82.8667,79.09,86,100,4.0,PA,1721713887
484,anna regina,7.2644,-58.5077,80.01,80,41,6.44,GY,1721713887
485,shangrao,28.4532,117.9686,100.83,40,92,2.17,CN,1721713887
486,novoagansk,61.9449,76.6625,64.45,35,11,10.02,RU,1721713888
487,adigrat,14.277,39.462,62.35,71,99,5.23,ET,1721713888
488,mahanoro,-19.9,48.8,73.36,67,27,1.86,MG,1721713888
489,sittwe,20.15,92.9,83.3,82,93,11.97,MM,1721713888
490,xining,36.6167,101.7667,64.92,79,100,2.39,CN,1721713888
491,vallenar,-28.5708,-70.7581,45.59,86,0,2.13,CL,1721713888
492,san antonio de pale,-1.4014,5.6325,73.09,83,99,12.97,GQ,1721713889
493,terrace,54.5163,-128.6035,62.51,59,75,19.57,CA,1721713889
494,bandar labuan,5.2888,115.2692,88.16,70,20,2.3,MY,1721713889
495,queensbury,53.7667,-1.9167,56.55,93,87,4.23,GB,1721713745
496,punta del este,-34.9667,-54.95,55.96,97,100,4.0,UY,1721713889
497,singaraja,-8.112,115.0882,84.18,64,13,5.03,ID,1721713889
498,ialibu,-6.2821,143.9935,60.12,99,95,1.92,PG,1721713889
499,piton saint-leu,-21.2196,55.3151,75.31,47,0,3.44,RE,1721713890
500,nar'yan-mar,67.6713,53.087,59.56,47,14,9.84,RU,1721713890
501,napili-honokowai,20.9708,-156.6705,78.17,79,3,16.55,US,1721713890
502,santo antonio do ica,-3.1022,-67.9397,73.71,82,82,0.65,BR,1721713890
503,greenland,43.0362,-70.8328,73.29,83,100,4.45,US,1721713890
504,fonte boa,-2.4959,-66.2662,73.09,93,73,2.37,BR,1721713890
505,forster,-32.1667,152.5167,64.29,55,0,8.86,AU,1721713890
506,midvagur,62.0511,-7.1939,49.03,93,75,1.14,FO,1721713891
507,antigonish,45.6169,-61.9986,65.55,70,71,5.46,CA,1721713891
508,baragaon,25.4333,82.8167,91.38,79,75,9.22,IN,1721713891
509,flying fish cove,-10.4217,105.6791,78.82,75,51,17.63,CX,1721713671
510,huarmey,-10.0681,-78.1522,61.48,85,16,10.31,PE,1721713891
511,kangaba,11.9333,-8.4167,73.67,93,100,5.39,ML,1721713891
512,san felipe,10.3399,-68.7425,70.84,89,99,3.96,VE,1721713891
513,laramie,41.3114,-105.5911,58.55,60,0,9.19,US,1721713891
514,qingdao,36.0986,120.3719,74.8,100,100,6.71,CN,1721713892
515,laminusa,5.5549,120.9136,83.64,83,100,19.17,PH,1721713892
516,salinopolis,-0.6136,-47.3561,78.53,85,1,8.88,BR,1721713892
517,smidovich,48.6,133.8167,74.17,70,62,10.74,RU,1721713892
518,queenstown,-31.8976,26.8753,44.92,24,63,5.48,ZA,1721713892
519,christchurch,-43.5333,172.6333,46.6,78,100,9.22,NZ,1721713892
520,es castell,39.8795,4.2854,72.28,83,0,1.14,ES,1721713892
521,siwa oasis,29.2041,25.5195,89.65,28,2,4.41,EG,1721713893
522,zuwarah,32.9312,12.082,79.81,68,0,10.85,LY,1721713893
523,geraldton,-28.7667,114.6,61.21,88,100,16.11,AU,1721713893
524,tezu,27.9167,96.1667,76.28,99,100,2.46,IN,1721713893
525,augusto correa,-1.0217,-46.635,72.61,100,18,1.43,BR,1721713893
526,laojunmiao,39.8333,97.7333,58.14,64,100,12.66,CN,1721713893
527,bodo,67.28,14.405,71.64,64,0,11.5,NO,1721713756
528,neryungri,56.6709,124.6491,81.01,44,7,6.44,RU,1721713894
529,poronaysk,49.2167,143.1167,64.08,84,100,1.21,RU,1721713894
530,kalabo,-14.97,22.6814,58.21,26,2,4.12,ZM,1721713894
531,serenje,-13.2325,30.2352,62.83,41,2,7.16,ZM,1721713894
532,san juan nepomuceno,9.9516,-75.082,75.04,92,89,4.36,CO,1721713894
533,ghat,24.9647,10.1728,90.97,15,1,3.47,LY,1721713894
534,turkmenbasy,40.0222,52.9552,83.17,61,0,13.8,TM,1721713894
535,galliano,29.4422,-90.2992,81.0,86,61,4.61,US,1721713895
536,patacamaya,-17.2333,-67.9167,34.92,90,20,6.98,BO,1721713895
537,kavieng,-2.5744,150.7967,83.35,76,98,17.2,PG,1721713895
538,arno,60.1167,18.6333,65.79,84,100,4.03,SE,1721713895
539,arapgir,39.0412,38.4952,80.31,29,0,9.51,TR,1721713895
540,dhuusamarreeb,5.535,46.3861,81.93,59,51,22.66,SO,1721713896
541,bengkulu,-3.8004,102.2655,84.51,61,55,8.77,ID,1721713896
542,keokuk,40.3973,-91.3849,66.65,88,28,3.78,US,1721713896
543,liman,48.9884,37.8023,81.75,35,96,6.38,UA,1721713896
544,eynesil,41.0645,39.1438,80.02,66,0,4.07,TR,1721713896
545,figuig (centre),32.1089,-1.2286,86.31,14,35,5.26,MA,1721713896
546,bocanda,7.0626,-4.4995,71.22,90,97,4.52,CI,1721713897
547,boundiali,9.5217,-6.4869,70.34,98,84,5.08,CI,1721713897
548,praia da vitoria,38.7333,-27.0667,71.85,83,75,4.18,PT,1721713897
549,kununurra,-15.7667,128.7333,85.98,19,2,5.75,AU,1721713897
550,keren,15.7778,38.4581,70.75,76,98,5.23,ER,1721713897
551,kuta,-8.7233,115.1723,85.95,70,20,14.97,ID,1721713897
552,kwang binh,17.4833,106.6,83.35,72,100,9.35,VN,1721713898
553,najran,17.4924,44.1277,95.65,12,100,17.25,SA,1721713898
554,bokoro,12.3807,17.0568,76.46,81,100,13.29,TD,1721713898
555,sandnessjoen,66.0217,12.6316,64.92,94,75,12.66,NO,1721713898
556,ambalangoda,6.2355,80.0538,85.98,76,73,10.98,LK,1721713898
557,sofifi,0.7349,127.576,83.34,75,91,8.61,ID,1721713898
558,ngorongoro,-3.2397,35.4875,53.02,50,82,7.61,TZ,1721713898
559,parana,-31.732,-60.5238,54.55,99,98,3.89,AR,1721713899
560,maumere,-8.6199,122.2111,81.48,64,56,3.24,ID,1721713899
561,kovernino,57.1253,43.8142,66.25,55,10,7.05,RU,1721713899
562,maragogi,-9.0122,-35.2225,72.88,72,58,9.71,BR,1721713899
563,narvik,68.4384,17.4272,70.81,66,21,5.99,NO,1721713899
564,hecun,36.5333,114.1111,93.13,47,100,11.81,CN,1721713899
